id,is_iceberg
5941774d,0.0406923480332
4023181e,0.0186785161495
b20200e4,0.0
e7f018bb,0.996638655663
4371c8c3,0.000397692405386
a8d9b1fd,3.43976042094e-10
29e7727e,0.154579505324
92a51ffb,0.998538017273
c769ac97,1.32692123955e-08
aee0547d,7.91571963532e-09
565b28ac,8.20412227737e-12
e04e9775,7.34332643333e-05
8e8161d1,0.000120771423099
4cf4d256,0.108906492591
139e5324,8.04503287447e-14
f156976f,0.000957558047958
68a117cc,1.73858425114e-05
d9aa7a56,3.27918074639e-11
9005b143,4.72311683097e-08
5f6d3988,0.892485916615
9ad70954,0.000245272676693
b9087b9e,0.368388593197
a39a1427,3.27325942635e-05
82fbe8ed,0.0258779656142
1fae4879,5.51236124821e-15
6dd8f13d,8.56007159687e-14
bbad5958,0.0158366411924
54527583,1.14716549433e-05
be8fa29c,0.0316399820149
81a3328f,0.962531030178
1a3c0ab3,0.0
4deeeb8b,0.482119649649
ac6d5632,9.68025269685e-05
472dadb5,1.3920298074e-11
96093f95,0.581307828426
f5b4e3df,0.666101098061
e01a3c92,0.258934110403
001680af,6.23480809736e-05
8e639f33,0.487174659967
a2c16612,0.570507884026
a6d76474,1.66855458308e-25
19c47684,3.89411798096e-06
015827b6,6.53205745493e-07
7df7f7ce,4.20464893978e-05
0bbf1a3f,0.0445191934705
636cfbb7,0.668160617352
7370030a,0.99990093708
43aa97ad,7.35766758193e-37
ba2b5e63,0.999917268753
dfdd335b,0.000104634331365
e79b13dc,3.53576091905e-29
dc32b195,2.56622509909e-08
6d868590,0.980273842812
75fa59aa,6.63342234475e-07
ffe50836,5.29805628049e-21
a7bfd784,0.959936439991
b3d569e3,0.00608348753303
6c538c5b,0.0190194454044
5c7c15f4,0.0
0b745139,1.16856958138e-12
fd14608e,4.27520753874e-05
f0bc8305,9.06289551494e-06
a10ccb28,0.999745666981
543304c7,0.0642593726516
6c3a4078,1.08536849715e-17
9b73cc75,1.97027873128e-07
5c6c71b1,0.000780279748142
09ee9186,6.74307181273e-12
207c35cf,0.00504634995013
153c813e,0.0
5605d58b,0.037551894784
642ca396,0.00493943365291
d32d72c0,0.00160403654445
16646a17,0.970831930637
384074af,4.59137990214e-13
69bf1e8c,0.0419119074941
9e90a054,0.00714921299368
89dbe7f7,0.994201242924
dbd27d22,3.11871076519e-07
a2ea1561,0.0466968379915
d63402af,0.000601555744652
1ac8bb92,0.995632827282
8beffca5,7.26346684132e-07
46741f3e,6.28825150117e-17
e5ee6aa7,1.71337909138e-11
5ecd892b,0.890996277332
69892166,1.27116584281e-06
2f725a81,0.453994393349
810abfe4,0.0
e6f973e6,0.000500290829223
c60a5c46,0.000301708845655
c42b9e08,0.00267739384435
c3f00c23,3.43522256113e-29
5307fdb8,0.907926619053
3e4f005e,0.00154473597649
4a4cc2e0,0.819459199905
9bdd88d1,5.03247549427e-14
0d832bed,0.0268964394927
14a134fa,4.49059810943e-18
78a41676,1.33833085021e-16
0bd4658e,0.00209631072357
4a311bb0,0.0302378088236
f939c817,9.42423292183e-11
956adc4d,0.999177277088
f8a119f5,0.520235359669
61faa1ad,1.15705724113e-07
6725eb3e,1.70067571137e-10
17b3a8fd,5.85224535499e-10
49a88dfc,4.7632638645e-28
2d6ec645,0.00291153998114
0d4d77ba,0.266330808401
3ee672a2,1.0
738b41fd,0.00737746525556
f7fb320d,0.0152199147269
b42fad18,9.95181722881e-17
4ab8b00a,0.0220441501588
f7870f2b,0.0325918421149
4978666a,0.00219735340215
f1b0d6c7,0.000430887390394
5642407f,0.00101398921106
36d4ff92,0.98911267519
4139aba2,0.00706026423723
7585ce58,0.000959215860348
33e25984,0.998409211636
ac46f3c9,6.22439401923e-05
fc34a5b8,0.641326129436
85c36a8f,0.000132674293127
b2d8a426,0.0175863131881
13ec60d1,0.851994454861
9d440f42,2.29532992613e-09
1c0a891e,0.286809653044
981c3bc3,1.0
295604f4,0.011849032715
16ca16c3,7.34822291903e-09
b4dda837,0.508418262005
88d088ef,0.000410120119341
1b4fa160,2.42756854618e-08
f371bd82,6.25355423325e-28
b130a0b7,0.996860742569
ebf1de82,4.02680552725e-06
01e651c3,7.03405805824e-11
51b1fecc,8.10635924609e-07
fa635a31,1.15391272993e-14
97b7d789,1.58246566571e-05
2f598053,5.7145008725e-09
c0e3e148,0.00118914688937
cfa175a8,0.167872786522
3d7e09d8,0.641325891018
44a13d1b,0.956120550632
c66b0948,0.0146040888503
976a6d64,0.00822371337563
8bbd8909,0.00141655781772
522890fd,1.31334172693e-06
f23a3b95,0.110465012491
680039dc,0.00328301568516
93028e53,7.09121081854e-07
22a16932,1.83614914939e-10
7d8126d2,0.0254518445581
ba2ecd75,1.95586400889e-18
8071bdd7,0.000412685389165
96d5aeee,1.8252777636e-06
154be68f,0.874034285545
d8c2bfe2,0.912128806114
f76d47b0,7.32720408791e-08
0e781ade,0.0
13cf6060,1.14327816775e-15
cd99f710,1.72420087097e-07
d10005bb,7.73658648257e-09
3a31445f,0.997398018837
3157202d,3.79885189972e-09
6ee64703,6.44423209906e-07
e5de8685,0.0982820391655
02cc70ba,0.000278828665614
50984a87,0.773039340973
fa94957a,0.984363257885
eab406b4,0.144162610173
3ad39398,0.514488279819
9ecf3802,0.000223288996494
6048ae7b,7.81854873694e-16
9dc68871,0.00379769783467
13701465,0.462785750628
8d8779f3,0.0
0712f269,6.35993492324e-05
722c2597,3.33979585321e-07
478a2b08,0.313654452562
38f5fb41,0.0388128645718
c52ad74d,0.999999403954
0c85fd09,5.93281879787e-13
f1582cba,0.740417838097
ff836697,0.912752985954
ddfe4802,6.41814995106e-06
3cef3bc7,0.974771857262
6a21542b,9.44716230151e-05
150e23c4,0.998232543468
078c6d99,0.941671967506
1dcd1dc3,3.43771764782e-19
39967e45,0.0119116650894
6b6333aa,0.0
4ae61433,0.00303433509544
f96362e0,0.0732182040811
97a88aac,4.53054156691e-11
427ae8ce,0.00120790465735
209d4b15,0.218456059694
64b453bd,1.86394998991e-07
0f5a484e,0.00636461097747
5ac74969,0.656625688076
736ed43e,0.124254748225
8533795f,2.70251288126e-16
f5b54fb6,0.819515705109
6eb4c041,0.220727175474
97afdf42,0.588130712509
1bb488db,2.37610959065e-20
f132e44d,1.06363262164e-25
d3c2f140,0.00530746812001
1756794d,0.110325008631
9efcc11f,2.01297312152e-09
14c966cf,0.266234904528
59cfe4d1,0.0155813647434
883151f4,3.52165534795e-28
34c4c9ff,0.00195077480748
70b4c2eb,0.253243744373
96a337d9,0.198787167668
7fe89ffa,0.439879328012
057c7a22,2.8425992029e-13
451cc057,5.55456303175e-09
05076700,2.70008543518e-13
dc52f6c1,2.01499865682e-08
b03a59f9,5.35621040854e-08
129ed4b0,0.325074791908
fb611563,0.99873059988
ac32e6f1,0.140513852239
c05c5ab0,0.19823153317
3163d5ed,5.10728668246e-08
02096ca4,0.000280161271803
e92496c0,2.00583202825e-10
1a9e2c50,0.961012303829
0864e334,0.831963837147
d976faeb,0.00178756809328
1d7b342f,3.93703759915e-14
281bc1ea,5.03014874198e-08
bea9f0cf,0.0302299596369
f4afa0e6,1.09752606851e-13
e1b5ef69,4.92514557783e-13
b50539fd,6.17636012841e-21
2a8c9c15,0.00247311382554
157ebb0c,0.947366893291
247d3614,0.00125239230692
0c6cc0cb,1.30116070696e-10
aae88d39,2.34934877108e-10
0c77b464,0.135815680027
963cf5ea,5.49236697789e-12
1b371d8b,0.79086792469
225bc00f,7.72474586467e-13
bc0a4eec,1.53369242639e-07
1099782e,0.00279757403769
a18feadd,0.815670371056
ad7f4932,2.68727376351e-06
5f8f831e,0.85536724329
b5167c35,2.61958843506e-10
0230b06d,0.0221500732005
f8d7f7ba,2.37415087589e-10
08bd1053,2.38635612893e-20
58e4dc8c,5.13081150172e-18
4793ce8e,7.77324885348e-07
304caab4,1.75731225649e-15
f2ee6d7f,1.4607923049e-06
e1f9c0e4,7.90099329606e-06
8e40401c,3.20014500247e-16
5d9eaba2,0.0200058445334
55e7562c,1.49727547978e-05
9da6cb4b,1.12695399887e-11
c3c1c8ec,7.01064800738e-29
3b38698e,1.42974295159e-05
6c9eb909,0.00122035061941
482a3d1d,2.95152860486e-11
0e9918f0,0.0284726973623
ef894fd2,2.63035724007e-33
4b82e7f7,0.979999780655
b9cdd7fb,3.13815029518e-10
94a496f4,9.32141701924e-05
995eacae,0.00120834773406
41b02e58,0.997458517551
69f04617,6.8556705628e-06
c889a03c,0.975356221199
91f98acf,0.99996137619
9135c19f,0.998773872852
1f0e9c09,8.88842832669e-10
260d6e8e,5.17376002411e-24
46334397,0.000159406481544
f34ddf31,8.50459837238e-05
4d6177d7,0.6994754076
76a57270,0.0120318410918
217b8cea,1.23830727467e-22
9a45a566,2.44863996539e-26
1b55c75e,6.91521763897e-13
7bd92ec6,0.995387613773
6c409f41,0.220558166504
df3e48eb,1.02323916007e-09
62723e57,2.74509786099e-27
b8e627bf,2.90124004558e-18
86bb5d85,0.00347774662077
77e5034c,0.711049854755
607079e5,0.017115958035
96879fb4,3.22432222196e-23
6afe606d,0.675132930279
4129802f,0.929726421833
a42300ef,0.611094713211
1af842f5,0.999331235886
3fe57d78,0.999743878841
f4e60ed5,0.997122347355
68c8337b,0.0262910481542
914ed5b5,0.00011335581803
a6bb5987,0.00852944236249
c781c439,2.78856223304e-05
47a1a25e,0.265020400286
80ea0713,0.81748098135
a9d001bc,2.66124833281e-09
f94d098a,8.3774466475e-05
3e230e0e,2.3367302017e-12
24afa485,0.0
bc37db7f,8.8465560566e-07
83f99e4d,1.05285989775e-05
1a8d86f7,0.020753480494
38136419,0.827122867107
d393e637,0.0464769676328
36902570,0.787849366665
327f7b25,0.822982192039
3f8543c6,1.7748960252e-15
a0d42a70,0.605133533478
e07ba430,0.184393644333
c6e53803,1.64125560786e-06
fec4dad8,0.00545287597924
933fc5ba,3.54689007054e-07
c27eda4e,0.899573385715
9b94d2c2,0.00121029664297
a2dbdb31,1.93033145024e-08
816258dd,0.0128412246704
81f11218,2.43887160467e-10
c4bd9d04,0.00213342881761
c6ce9bf9,0.000400892458856
a7b3cc29,8.66554356771e-16
527870bf,0.402080267668
9af26068,0.999827325344
0b591e70,0.923505544662
2b1e57c5,0.0643950402737
194db786,0.905455827713
e09ba644,0.9999781847
fa2ed3e5,0.996720016003
1ba92726,2.76317723547e-06
8c8f45b4,6.76580111381e-11
f8889f44,1.5388002756e-31
598e255b,1.39619118045e-07
45f1aa7a,0.027684148401
022956a3,1.61403100037e-19
d406064d,0.335515916348
76617947,4.1193501104e-22
d0e5dccb,0.00697711342946
33271da6,5.51293340826e-21
0840e2b1,0.676528573036
521a9f4d,0.965391159058
7286b1dc,6.4996479523e-06
5b6acc2d,4.08732688584e-07
e034cd34,1.09758744316e-08
46577660,9.13279927772e-06
bb4d6f24,0.0551099181175
bfc7a3f2,0.197255373001
abc66be8,0.0179044026881
3627189f,0.985567331314
e49a77f6,4.31458598648e-16
a209d7ee,2.39486624976e-11
dee69cf6,0.641006588936
9a6261a0,2.14969830381e-07
a8e444c6,0.0
a6a66a28,0.97618752718
db7022ff,0.000221968919504
0dfb45d9,0.0662759393454
81c983aa,2.56846700568e-16
a98fb5e1,0.97868090868
99e004d7,6.1085584245e-18
d16e5fbb,8.32459345901e-09
3c352f9e,0.0015320496168
12202699,3.54613039235e-05
86af0236,0.422064423561
f3703e6f,0.652464568615
4a71dc34,0.21634837985
321edcdc,1.96783876163e-05
